timestamp,song_title,recording_id,release_id,spotify_track_id,spotify_track_name,spotify_url,mb_duration_sec,spotify_duration_sec,diff_sec,confidence,title_score
2026-04-28T20:43:25.552122,There Will Never Be Another You,6c662e22-0213-42c1-a25d-cbb361edcfc5,ce0edd42-ac35-4c57-8aa3-f27b296ec1d4,40HEPMxZwO58MYL9hKgBQI,There Will Never Be Another You,https://open.spotify.com/track/40HEPMxZwO58MYL9hKgBQI,566.0,349.1,216.9,0.4,100.0
